地址,电话,传真,公司网址,主营产品,企业名称,数据来源
安徽省宣城市郎溪县经济开发区金桥西路1号,86-0563-7376030-161,86-0563-7376019-70110,www.chinafirstaluminum.com,"工业铝型材,建筑铝型材,新型铝型材,特殊铝材",安徽弗斯特新型铝业有限公司,http://fst1.alu.cn/supply.html
旧县,010-13910917250,010-8974510,http://fuchang.sellgreat.com,药用复合膜+药用铝箔+双铝包装+包装袋+铝箔袋+真空包装袋+防潮包装袋+药包材,北京富昌铝塑彩印厂,http://lilei2006.alu.cn/supply.html
郑州市上街区济源路82号,86-0371-68918695-,86-0371-68918626-,http://www.cnlyyjy.cn,"镁锂合金,镁合金,铝型材,中间合金,轻金属材料,有色金属",中国铝业股份有限公司郑州研究院,http://cnlyyjycn.alu.cn/supply.html
江苏省沭阳县经济开发区宁波路28号,86-527-83201888-,86-527-83201887-,http://www.chinalongtai.cc,"工业铝型材,铝型材深加工,铝门窗制作,建筑铝型材",江苏隆泰铝业有限公司,http://lan2887.alu.cn/supply.html
北京市顺义区龙湾屯镇府前街8号,86-010-56192755-,86-010-60466193-,http://www.linggongtech.com,"冷水机,冷却水循环机,工业冷水机,风冷冷水机,水冷冷水机,分体冷水机,螺杆冷水机,油冷机",北京凌工科技有限公司,http://linggongtech.alu.cn/supply.html
福建省南安光电基地产业基地,86-0595-26696857-,86---,省南安光电基地产业基地,http://www.ydm.cn,"抛光机,自动抛光机,机器人抛光机,平面抛光机","更多",http://m0598.alu.cn/supply.html
广州市番禺区大石镇迎宾路202号,86-020-28991031-,86---,http://jinshulvtianhua.1688.com,"铝天花,铝幕墙,铝扣板,铝单板,铝格栅,铝方通,铝格栅,铝挂片",广州市广京装饰材料有限公司,http://q00113322.alu.cn/supply.html
巩义市高新技术开发区,86-0371-69580229-,86-0371-69580229-,www.gyhxhb.com,"聚丙烯酰胺,聚合氯化铝,石英砂,无烟煤滤料,活性炭,耐磨陶瓷涂料,耐磨胶泥",巩义市鸿鑫环保科技有限公司,http://gyhxhb.alu.cn/supply.html
上海市嘉定区翔江公路1839号,86-021-31273157-,86---,www.yibingjd.com,"冷焊机,精密补焊机,便携式取断丝锥机,电火花取断丝锥机,高精度智能补焊机,模具修补机,铸造缺陷修复机,铜铝冷焊机",上海益秉机电设备有限公司,http://shanghaiyibing.alu.cn/supply.html
苏州昆山市玉山镇强安路6号,86-0512-57889827-,86-0512-50393586-,,"苏州冷水机,昆山冷水机,奥天诚冷水机,奥德模温机,工业螺杆机,化工冷水机,高温水温机,高温油温机",苏州奥天诚机械有限公司,http://szaotckj.alu.cn/supply.html
宝应城南工业园城南大道北首,86-0514-88986005-,86-0514-88912122-,http://www.acexi.com/,"数显仪表,多功能电力仪表,温湿度控制器,开关柜智能操控,铝合金加热器",江苏艾斯特电气有限公司,http://jsastdq.alu.cn/supply.html
狮山镇谭边第二工业区虹岭路西侧,86-0757-85587050-,86-0757-85587063-,www.fsyounger.com,"蓄热式熔铝炉,铸造系统,均质炉,单棒热剪炉,多棒热剪炉,时效炉,除尘设备,保温炉",佛山市扬戈炉业有限公司,http://fsyang.alu.cn/supply.html
深圳市龙华街道龙胜工业园龙胜科技楼A508,86-0755-61658198-,86-0755-61658198-,http://shop1409129059287.1688.com,"铜,铝,锌,锡",深圳市顺发达金属有限公司,http://sfdjs678.alu.cn/supply.html
河南新乡市工业园区,86-0373-6275407-,86---,,"振动筛,提升机,输送机,给料机,旋振筛",新乡市宏伟机械制造有限公司,http://lisan123.alu.cn/supply.html
马鞍山市博望高新开发区,86-0555-7165678-,86-0555-7163366-,http://www.ahjdmt.com,"切纸刀片,折弯机模具,剪板机刀片,分切纸机刀片,纸箱刀片,分条机刀片",马鞍山市巨德机械有限公司二分厂,http://zangdazheng.alu.cn/supply.html
宁海县跃龙街道辛岭干溪村,86-0574-65238709-,86-0574-65231782-,,"铝型材切割机,全自动铝材切割机,铝切割机,铝材机械设备",宁海县力鑫机械厂,http://lixinjixiechang.alu.cn/supply.html
河南新乡市工业园区,86-0373-6275407-,86-0373-3361012-,,"振动筛,输送机,给料机,旋振筛,提升机",新乡市天龙振动设备有限公司,http://wanghao1.alu.cn/supply.html
广东省东莞市长安镇沙头南区新兴路9号,86-0769-85383288-208,86-0769-81664888-,http://www.mqdg.com,"铝箔麦拉带,铜箔麦拉带,热熔铝箔,铝箔胶带,铜箔胶带,双面胶带,聚酯包带,绵纸带",明铨复合材料有限公司,http://chfan1.alu.cn/supply.html
江苏省姜堰市高新技术创业中心,86-0523-88129809-,86-0523-88113916-,www.sckj99.com,"焊接设备,压力容器,反应设备,机械配件",江苏苏创管业科技有限公司,http://scgykj.alu.cn/supply.html
河北省冀州市106国道彭村路段314.7公里处,86-0318-8683229-,86-0318-8683229-,http://www.chunye.org,"铝合金暖气片,铸铁暖气片,钢制暖气片,钢铝复合散热器,铜铝复合暖气片,暖气换热器,壁挂炉,光排管散热器",冀州市春烨暖气片厂,http://jizhouchunye.alu.cn/supply.html
佛山顺德大良,86-0757-22217798-,86-0757-22217798-,,"铝塑板,铝单板,铝天花,阻燃板,铝塑复合板,防火板",佛山市东之美装饰材料有限公司,http://dongzhimei.alu.cn/supply.html
郑州市国家高新技术产业开发区国槐街8号火炬大厦B座,86-0371-53738676-,86---,http://www.dschuipo.com/,"锤式破碎机,锤式制砂机,破碎机厂家,制砂机价格",郑州鼎盛工程技术有限公司,http://dingsheng2014.alu.cn/supply.html
四川成都市金牛区,86-028-62302109-,86---,http://www.ygfcd.com,"阳光房,坚美断桥铝,重型推拉门,重型提升门,坚美窗纱一体门窗",成都亚尼斯阳光房公司,http://workrd.alu.cn/supply.html
佛山市南海区狮山镇官窑新南村北工业区2号,86-0757-88778698-,86-88778698--,,"金刚网防盗门窗,静音拉闸,彩铝防盗,隐形纱窗,生态门",厦门唯自然工贸有限公司南海分公司,http://weiziran.alu.cn/supply.html
昆山市庆丰路555路,86-0512-36874269-,86-0512-69233899-,,高温胶带保护膜等防静电产品,昆山莱斯宝电子有限公司,http://kk56888.alu.cn/supply.html
广东省佛山市南海区大沥镇凤池装饰材料市场F1-6号,86-0757-88710335-,86-0757-88713585-,省佛山市南海区大沥镇凤池装饰材料市场F1-6号,http://www.longfengge.cn,"铝制免焊防盗网,铝合金防盗网,铝合金防护栏,办公高隔间,铝合金门窗型材,铝合金工业型材,铝合金散热器,铝格栅","更多",http://longfengge.alu.cn/supply.html
福建省漳平市华寮工业园,86-0597-7773330-,86-0597-7773330-,www.jdfhg.com,"氟硼酸钾,氟钛酸钾,氟铝酸钾,氟硅酸钾,氟锆酸钾,铝钛硼合金",福建省漳平市九鼎氟化工有限公司,http://jiudingfhg.alu.cn/supply.html
大浦工业区昌圩路16号,86-518-85627315-,0518-518-85306315-,http://www.weihuapack.com,"铝箔袋,真空袋,高温蒸煮袋,方底铝箔袋,七层共挤拉伸膜,彩印袋,特大铝箔袋,镀铝袋",连云港市伟华包装有限公司,http://weihuapack.alu.cn/supply.html
上海市闵行区闸航路1558号,86-021-54439556-8012,86---,,"工业铝型材,铝型材加工,流水线加工及配件,围栏,防护罩,工作台,挤压型材,铝合金型材加工",上海赫君铝制品有限公司,http://shhejun.alu.cn/supply.html
广州市增城区新塘镇汇创国贸大厦2栋1101室,86-020-29071159-,86-020-32899858-,http://www.zhenyu020.com,"铝镁锰屋面板,彩钢板,楼承板,钢结构,配件",东莞臻誉钢结构工程有限公司,http://whj168168.alu.cn/supply.html
深圳市宝安区福永翠岗第三工业区A14栋,86-0755-29955556-,86-0755-61658556-,www.sz-yilifeng.com,铝材喷粉线+高温烤炉+水濂柜+UV固化机+涂装设备+隧道炉+丝印线+生产线,深圳市亿力峰工业设备有限公司,http://xiafengxf88.alu.cn/supply.html
山东聊城开发区黑龙江路东首,86-0635-8882535-,86-0635-8882535-,,"20#钢管,45#无缝管,3087中低压锅炉管,5310高压锅炉管,9948石油裂化管,6479化肥专用管",山东聊钢钢管有限公司,http://rongshenggg.alu.cn/supply.html
"广东 东莞市  寮步镇",86-0769-81886290-,86-0769-81886319-,"www,hyxx88.com","铝合金棒，,铝合金带,铝合金板,铝合金线,铝合金管,铜管，铜带,铜板，铜棒,铜线，各种铜材料",华业新鑫金属材料有限公司,http://hyxx88.alu.cn/supply.html
"广东省 东莞市 桥头镇 田新工业区",86-0769-83566358-,86---,http://553225676.1688.com,"插件铝电解电容,贴片铝电解电容,SMD铝电解电容,贴片固态铝电解电容,SMD固态铝电解电容,贴片钽电容,SMD钽电容,电容器",东莞市桥头集宝电子制品厂,http://jb2001.alu.cn/supply.html
河北省廊坊市香河县渠口工业园康庄村南,86-010-67368060-,86-010-67368060-,www.syly888.cn,"屏风铝型材,家具铝型材,屏风配件,高隔断铝型材,铝背筋,铝衣杆,家具铝封边角铝,家具铝滑道",三友铝业,http://madal.alu.cn/supply.html
江苏省江阴市祝塘镇环西路89号,86-0510-86390603-,86-0510-86390607-,www.cnbigle.com,"建筑型材,工业型材,门窗系统,散热器型材,LED型材,船用型材,流水线型材,汽车用型材",江苏百舸有色金属工业科技有限公司,http://bigle0001.alu.cn/supply.html
山东庆云渤海经济开发区金厦工业园5号,86-0534-3323388,86-0534-3863666,http://www.hengtonght.com,,庆云恒通数控机床配件制造有限公司,http://htskjc.alu.cn/supply.html
香河县渠口镇渠口工业园,86-0316-8627308-01,86---,www.lvhejinzhuojia.com,"桌面玻璃夹,桌面屏风夹,挡板夹,屏风玻璃夹,玻璃夹板托",香河广山铝制品厂,http://zhuomianbolijia.alu.cn/supply.html
江苏省江阴市徐霞客镇璜塘新璜路82号,86-0510-86911378-,86---,,"光伏支架配件（侧压块、边压码）,光伏支架铝压块（边压块、中压块）,光伏支架铝导轨,薄膜压块(薄膜组件压块）,光伏支架挂钩（弯钩）,彩钢瓦夹具（角驰夹具、直立夹具）,水泥平面屋顶支架，地面全铝支架,琉璃瓦支架，彩钢瓦支架",江阴聚鑫能源科技有限公司,http://jygfzj.alu.cn/supply.html
济南济北开发区老城路34号,86-0531-84246336-|,86-0531-84246338-,www.yysjj.com,"折臂升降平台,液压升降平台,液压登车桥,固定式升降平,铝合金升降平,导轨式升降梯,套缸升降平台,车载式升降台",济南鼎力液压机械有限公司,http://dingliyeyajixie.alu.cn/supply.html
苏州高新区朝红路505号-1幢厂房,86-0512-65833430-809,86-0512-65833499-,www.szfbly.com,"国标工业铝型材,欧标工业铝型材,电泳工业铝型材,非标工业铝型材,工业铝型材配件",苏州富博铝业有限公司,http://fb13646217520.alu.cn/supply.html
中山市三乡镇白石文华东路32号,86-0760-86362600-,86-0760-86362500-,http://bhjxsbyxgs.alu.cn/,"手动喷砂机,移动式喷砂机,自动喷砂机,液体喷砂机,高压喷砂机,石材喷砂机,喷砂机配件,喷砂机磨料",中山市宝鸿机械设备有限公司,http://bhjxsbyxgs.alu.cn/supply.html
济南市历城区工业北路南全福工业园201号,86-0531-88888888-,86---,,"高隔间,办公隔断,玻璃隔断,卫浴隔断,卫生间隔断,办公屏风,高隔墙",济南大三元隔断有限公司,http://geduanxingcai.alu.cn/supply.html
南海区里水镇大冲展旗工业区,86-0757-81139016-602,86-0757-81181586-,www.omeig.com,"高隔断,玻璃隔断,办公隔断,移动隔断,单面包墙,单面挂墙,卫生间隔断",佛山市欧美格装饰材料有限公司,http://gdzxcl2013.alu.cn/supply.html
洞泾工业园蔡家浜路688号,86-021-37627795-,86-021-37627796-,www.furuilc.com,"铝板,铝棒,铝卷,铝材",抚瑞金属制品（上海）有限公司,http://zhiwei19920902.alu.cn/supply.html
郑州市化工路怡红路交叉口南300米,86-0371-67857833-,86-0371-67857852-,市化工路怡红路交叉口南300米,www.zzdgjx.com,"雷蒙磨,雷蒙磨粉机,单段式煤气发生炉,木屑机,雷蒙磨价格,雷蒙磨厂家,木材粉碎机,木材削片机","更多",http://dg2014.alu.cn/supply.html
宁波市鄞州钢材市场3号门,86-0574-88123859-856,86-0574-88123860-857,http://www.nbruigang.com,铝合金+铝棒+铝板+铝带+铝线+铝管+铝槽、工业铝+镜面铝,宁波市鄞州瑞港金属制品有限公司,http://ruigang77.alu.cn/supply.html
河北廊坊固安礼让店乡沙河口工业开发区,86-0316-6145556-,86-0316-6145485-,,"派克三滤,小松三滤,日立三滤,黎明三滤,贺德克三滤,昆西三滤,凯撒三滤,水过滤",固安礼让店乡旺华滤清器厂,http://gawhlvqingqi.alu.cn/supply.html
大连庄河市兴达工业园区,86-0411-39545357-,86-0411-39545357-,http://www.dl-moqieji.com,"平压平模切机,模切机,半自动模切机,全自动模切机,半自动平压平模切机,全自动平压平模切机,模切机生产厂,自动模切机",大连盛鹏机器制造有限公司,http://dalianshengpeng.alu.cn/supply.html
钟村槙万宝工业基地105国道谢村路段3号,86-020-84718545-,86-020-23830585-,http://www.jckps.com,"喷砂机,手动喷砂机,自动喷砂机,液体喷砂机,喷砂房,环保喷砂机,铝材专用喷砂机,挤压模专用喷砂机",上海吉川机械科技有限公司,http://agcs.alu.cn/supply.html
河南省洛阳市伊川县白沙镇,86-0379-68315915-,86-0379-68315985-,http://172.16.1.1/,"1060,1070,1100,1235,3003,3004,5252,8011",洛阳豫港龙泉高精度铝板带有限公司,http://y275790880.alu.cn/supply.html
苏州市工业园区唯华路2号,86-0512-62814533-,86---,,"铝箔布,玻钎布,防火毯,高硅氧布,陶瓷纤维纸,硅胶布,陶瓷纤维毡",苏州雷沃德防火材料科技有限公司,http://leiwode.alu.cn/supply.html
上海市沪闵路1928号2幢,86-021-64903747-,86---,,"铝带,铜带,有色金属精细分条",上海一石金属加工有限公司,http://shanghaiyishi.alu.cn/supply.html
河北省固安县林城工业园区,86-0316-6171753-,86-0316-6171753-,http://xinluly.1688.com,"过滤器,滤清器,滤芯,除尘器",固安县温泉休闲商务产业园区鑫璐滤清器厂,http://xinlulvqingqi.alu.cn/supply.html
湖北钟祥市郢中镇西环二路31号,86-0724-4224886-,86-0724-4228385-,,"红外线模具炉,铝棒加热炉,时效炉",钟祥市明怡机械设备制造有限公司,http://mingyijixie.alu.cn/supply.html
番禺区石基镇茶东村南阳街3号,86-020-34863933-,86-020-34865996-,www.kgbtruss.com/,"铝合金桁架,铝合金灯架,舞台灯架,活动舞台,背景架,网架,欧式篷房,帐篷",广州市克格博演展器材公司,http://kgb2669414692.alu.cn/supply.html
上海市嘉定区曹王镇和桥路,86-021-39971511-,86-021-39971510-,,"热镀锌钢格板,栏杆,踏步板",上海美棱格实业有限公司,http://zhanghao12.alu.cn/supply.html
"汕头市龙湖区衡山路锦龙大厦8B http://www.dayu-water.cn",86-0754-88823188-,86-0754-88826188-,,"铝合金ABS复合格栅,不锈钢主排水口,不锈钢布水口,不锈钢吸污口,不锈钢溢流口,不锈钢吸污口,不锈钢加工,毛发器",汕头市大禹给排水设备有限公司,http://cmncmn.alu.cn/supply.html
山东省德州市齐河县晏婴北路北首,86-0534-2158333-,86-0534-2158338-,www.sdzygn.com,"铝粉,金属颜料,铝银浆,水性金属漆",山东卓越光能科技有限公司,http://zhuoyueguangneng.alu.cn/supply.html
广东省佛山市南海区大沥镇,86-0757-85589600-,86-0757-85572295-,http://www.huimeigao-alu.com/index.html,"铝型材,门窗型材,木纹型材,铝合金工业材,铝合金移门",汇美高铝业有限公司,http://huimeigao.alu.cn/supply.html
东莞市万江区大汾工业区新基工业二路4号,86-0769-28820552-,86-0769-22775267-,,"熔铝炉,坩埚式熔炼保温炉,铝液除气机,铝液除气转子,铝合金时效炉,铝合金固溶炉,金属熔炼保温炉,铝模鞋模铸造设备",广东金力泰电炉厂,http://gdjlt2000.alu.cn/supply.html
上海市奉贤区南桥镇环城南路1338号B楼119室,86-021-60547372-,86-021-51797335-,,"电解铜,A00铝锭,铅锭,锌锭,锡锭,电解镍,镉锭,钴片",上海冉严金属材料有限公司,http://ranyuanjs858.alu.cn/supply.html
河北省泊头工业区,"86-0317-8310667 -","86-0317-8194995 -",www.btmcjx.com,"膜片联轴器,星形弹性联轴器,万向联轴器,联轴器,搅拌装置,压瓦机",泊头市美晨机械有限公司,http://yanghuan12.alu.cn/supply.html
湖南省汨罗市李家塅镇,86-0730-5760023-,86-0730-5760023-,www.syaluminum.com,"工业铝型材,建筑用铝制品,铝合金,马达壳型材,散热器,铝门窗,铝天花龙骨料,异型材",汨罗市三运铝材有限公司,http://hequanaluminum.alu.cn/supply.html
河北省沧州市吴桥县开发区,86-0317-7271845-,86-0317-7271865-,http://www.zpgyl.com,"钢坯加热炉,方钢加热炉,方坯加热炉,钢坯加热电炉,铝棒加热炉,铝型材加热炉",河北恒远电炉制造有限公司,http://hbwqhydl.alu.cn/supply.html
东莞市虎门镇东坊工业区,86-0769-81586036-,86-0769-81586052-,市虎门镇东坊工业区,,"铝合金,铝合金板,铝合金棒,铝合金带,黄铜,紫铜,无氧铜,锡青铜","更多",http://gdxxjscl.alu.cn/supply.html
